Date,Customer Name,Delarship,Year,Make,Model,KM,COLOR,Service Ready Time,Delivery Date,Day,Sales Rep,Type oF Payment,Licensing Instructions,,,,
"Sunday, May 1, 2022",Brijesh,Vancouver,2018,Toyota,Prius,117000,BLACK,14:45:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,TRANSFER PLATES,,,,
"Sunday, May 1, 2022",MADONNA,Vancouver,2023,Honda,Escape,94931,SILVER,11:00:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,TRANSFER PLATES,,,,
"Sunday, May 1, 2022",Marcos,Vancouver,2002,Volkswagen,4 Series,109917,RED,11:30:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Sunday, May 1, 2022",Gurpreet,Vancouver,2010,Hyundai,Santa Fe,92270,BLACK,11:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,C,TRANSFER PLATES,,,,
"Sunday, May 1, 2022",JESSICA,Vancouver,2008,Hyundai,Altima,123747,RED,16:45:00,0:00:00,"Thursday, February 1, 2024",James Thompson,C,NEW PLATES,,,,
"Sunday, May 1, 2022",haque,Vancouver,2004,Honda,Pilot,141213,WHITE,10:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Sunday, May 1, 2022",ALEX,Vancouver,2004,Honda,E-Class,112688,SILVER,13:30:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Sunday, May 1, 2022",jacik ,Vancouver,2003,Mercedes,GLA,80241,WHITE,14:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Noor,Vancouver,2010,Ford,Escape,195263,SILVER,10:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",Natasha,Vancouver,2008,Honda,Civic,103470,BLACK,16:30:00,0:00:00,"Thursday, February 1, 2024",Lucas Clark,F,NEW PLATES,,,,
"Monday, August 1, 2022",Adriana,Vancouver,2004,Subaru,CR-V,70877,GREY,13:00:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",SUMEET,Vancouver,2005,Ford,Escape,83249,GREY,15:30:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",PAM,Vancouver,2017,Toyota,Fusion,20429,BLUE,9:30:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",Pratham,Vancouver,2021,Honda,F-150,122561,GREY,8:45:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",Pearl,Vancouver,2008,BMW,Malibu,52270,BLACK,15:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",BEN,Vancouver,2010,Subaru,Impreza,55929,BLACK,9:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",TOMMY,Vancouver,2021,Ford,Escape,45737,GREY,13:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Umaeer,Vancouver,2018,Hyundai,Sonata,58842,BLUE,14:30:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",Jason,Vancouver,2014,Chevrolet,Impala,56763,RED,12:45:00,0:00:00,"Thursday, February 1, 2024",Lucas Clark,C,NEW PLATES,,,,
"Monday, August 1, 2022",PUSHAN,Vancouver,2017,Hyundai,Tucson,144029,BLUE,8:15:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Neo,Vancouver,2015,Chevrolet,Silverado,75162,BLACK,10:15:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,AFT,NEW PLATES,,,,
"Monday, August 1, 2022",kevin,Vancouver,2005,Volkswagen,Passat,24795,GREY,14:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Ana,Vancouver,2004,Subaru,Impreza,28060,BLACK,8:30:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",Akashdeep,Vancouver,2010,Toyota,Pathfinder,111608,WHITE,14:15:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",PAUL,Vancouver,2005,Nissan,Tahoe,21947,BLACK,9:00:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",MICHELLE WRIGHT,Vancouver,2010,Hyundai,Impala,78763,BLACK,14:45:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",TONY,Vancouver,2016,Nissan,3 Series,99052,BLACK,15:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",MAK,Vancouver,2005,Honda,Accord,98000,BLACK,11:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",MOHAMMAD,Vancouver,2010,Hyundai,Tucson,8459,BLUE,13:15:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",Moe,Vancouver,2018,Volkswagen,Atlas,36265,BLACK,8:00:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",MOE,Vancouver,2018,Nissan,Forester,39733,BLUE,10:30:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,C,NEW PLATES,,,,
"Monday, August 1, 2022",SAM,Vancouver,2000,BMW,5 Series,41715,WHITE,9:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",JOSIAN,Vancouver,2012,Ford,Impreza,95853,BLACK,9:45:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,C,NEW PLATES,,,,
"Monday, August 1, 2022",RANJOT,Vancouver,2007,Hyundai,E-Class,27989,GREY,15:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",DAVE,Vancouver,2015,Toyota,Corolla,78904,WHITE,8:15:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",PANDEEP ,Vancouver,2021,BMW,4 Series,60603,BLACK ,12:00:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",mike,Vancouver,2011,Volkswagen,Atlas,91902,BLACK,8:00:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",DamandeepSingh,Vancouver,2016,Honda,Santa Fe,74512,RED,16:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Arj,Vancouver,2020,BMW,Explorer,164182,GREY,8:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",STEVE,Vancouver,2004,Ford,F-150,11021,GREY,11:15:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",DELFIN,Vancouver,2002,Nissan,Tahoe,82624,BLUE,15:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",Jay,Vancouver,2020,Mercedes,C-Class,107480,SILVER,13:15:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",EMANUEL,Vancouver,2000,Subaru,Highlander,239047,WHITE,16:45:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,C,NEW PLATES,,,,
"Monday, August 1, 2022",SHRIANM,Vancouver,2016,BMW,X5,9915,WHITE,11:15:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",KEJD,Vancouver,2006,Ford,Corolla,125485,WHITE,15:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Cari,Vancouver,2004,Volkswagen,WRX,67581,GRAY,15:45:00,0:00:00,"Thursday, February 1, 2024",Lily Baker,F,NEW PLATES,,,,
"Monday, August 1, 2022",EKAMJOT,Vancouver,2001,Toyota,Impreza,41677,WHITE,12:15:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",YULIA OLIINYK,Vancouver,2003,Subaru,Civic,30187,BLACK,8:45:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",FARHAN,Vancouver,2019,Hyundai,Tucson,56738,GREY,13:00:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,C,NEW PLATES,,,,
"Monday, August 1, 2022",Khan,Vancouver,2003,Toyota,Outback,45844,BLACK,16:15:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",MIRA,Vancouver,2023,Subaru,Fit,113727,BLACK,12:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Oleksii,Vancouver,2020,Volkswagen,Jetta,81596,WHITE,14:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",ARTEM,Vancouver,2020,Subaru,Murano,95259,WHITE,12:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",CAROLINA,Vancouver,2009,Volkswagen,Tiguan,49866,BLUE,14:00:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",NINA ,Vancouver,2007,Volkswagen,Golf,25653,GREY,11:45:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,C,NEW PLATES,,,,
"Monday, August 1, 2022",AMANDEEP ,Vancouver,2002,Ford,Escape,38753,BLACK,12:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",RYAN,Vancouver,2018,Mercedes,Tiguan,72035,BLACK,10:30:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",ANN,Vancouver,2019,Toyota,Highlander,240711,BLACK,14:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",RICHARD,Vancouver,2022,Toyota,S-Class,77191,SILVER,9:15:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",ALEN,Vancouver,2003,Chevrolet,Tahoe,93960,BLUE,13:15:00,0:00:00,"Thursday, February 1, 2024",Lucas Clark,F,NEW PLATES,,,,
"Monday, August 1, 2022",susan,Vancouver,2021,Nissan,3 Series,183341,WHITE,10:30:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,C,NEW PLATES,,,,
"Monday, August 1, 2022",Sitsha,Vancouver,2012,Nissan,E-Class,55503,BLACK,11:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Antonio,Vancouver,2016,Mercedes,E-Class,83388,SILVER,9:15:00,0:00:00,"Thursday, February 1, 2024",Lucas Clark,C,NEW PLATES,,,,
"Monday, August 1, 2022",AHMAD,Vancouver,2015,Toyota,Sonata,1668,BLUE,9:45:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",LAKSHAY,Vancouver,2019,Chevrolet,Malibu,20269,WHITE,11:15:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",sivinder,Vancouver,2011,Hyundai,Elantra,32431,SILVER,14:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",VALDET,Vancouver,2003,Chevrolet,Impala,104847,BLUE,12:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",iyad,Vancouver,2013,Toyota,Sonata,95131,GRAY,14:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Fllad,Vancouver,2004,Honda,CR-V,37002,SILVER,11:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",SHREE,Vancouver,2021,Volkswagen,Atlas,128799,WHITE,11:30:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",Arsshae,Vancouver,2023,Honda,RAV4,76798,BLACK,11:15:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",TINO,Vancouver,2004,Subaru,GLA,59161,BLACK,12:00:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",Arjit,Vancouver,2001,Honda,CR-V,95321,WHITE,14:15:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,C,NEW PLATES,,,,
"Monday, August 1, 2022",FRANSICO,Vancouver,2006,Ford,Explorer,150000,WHITE,10:00:00,0:00:00,"Thursday, February 1, 2024",James Thompson,C,NEW PLATES,,,,
"Monday, August 1, 2022",ALYTHIF,Vancouver,2014,Chevrolet,Prius,35350,WHITE,13:45:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",marcel,Vancouver,2017,Subaru,Civic,120450,RED,14:15:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",MAJINDER,Vancouver,2016,BMW,4 Series,79171,SILVER,14:00:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",Yogi,Vancouver,2007,Honda,Civic,55566,GREY,13:15:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",Bobby,Vancouver,2017,Mercedes,GLE,64460,WHITE,8:00:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",BOLA,Vancouver,2012,Ford,Forester,82350,RED,14:00:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",SAM ,Vancouver,2001,Subaru,Escape,114309,BLACK,12:15:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",Noella,Vancouver,2010,Subaru,Outback,56117,GREY,12:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",SAHIB,Vancouver,2023,Subaru,Altima,15795,BLACK ,16:15:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",MANPREET,Vancouver,2005,Ford,Impreza,80300,BLUE,8:30:00,0:00:00,"Thursday, February 1, 2024",James Thompson,C,NEW PLATES,,,,
"Monday, August 1, 2022",Lidiya,Vancouver,2023,Subaru,WRX,46142,GRAY,8:15:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",hardick,Vancouver,2013,Volkswagen,Passat,134532,BLACK,8:00:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",Mohammed,Vancouver,2014,Mercedes,C-Class,31510,BLACK,10:00:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",JAKE,Vancouver,2000,Chevrolet,Tiguan,38687,BLACK,13:00:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",prajwal,Vancouver,2002,Nissan,Altima,80028,SILVER,8:15:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",GURINDER,Vancouver,2019,Toyota,RAV4,99052,BLACK,15:15:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",John,Vancouver,2015,Volkswagen,Escape,82192,BLACK,8:00:00,0:00:00,"Thursday, February 1, 2024",Liam Johnson,F,NEW PLATES,,,,
"Monday, August 1, 2022",JOHN,Vancouver,2014,Subaru,Passat,20247,WHITE,16:45:00,0:00:00,"Thursday, February 1, 2024",Lily Baker,F,NEW PLATES,,,,
"Monday, August 1, 2022",radu,Vancouver,2017,Subaru,Impreza,99052,BLUE,9:45:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",Yuriy,Vancouver,2015,Subaru,Escape,35349,WHITE,0:00:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",John Boyle,Vancouver,2017,Mercedes,Atlas,35326,WHITE,9:15:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",terry,Vancouver,2017,Ford,Escape,59518,BLACK,14:15:00,0:00:00,"Thursday, February 1, 2024",Lucas Clark,F,NEW PLATES,,,,
"Monday, August 1, 2022",Daraspreet,Vancouver,2001,Toyota,Camry,90554,WHITE,11:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",NADANI,Vancouver,2017,Honda,Crosstrek,10596,BLUE,14:15:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",NANISH,Vancouver,2012,Volkswagen,Highlander,99425,GREY,14:30:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,C,NEW PLATES,,,,
"Monday, August 1, 2022",KARAM,Vancouver,2002,Mercedes,Outback,168567,WHITE,11:15:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",JONAS ,Vancouver,2013,BMW,X5,50741,GREY,12:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",JC,Vancouver,2003,BMW,X3,31146,BLACK,9:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",shoaaib,Vancouver,2006,Chevrolet,Tahoe,101151,GREY,9:15:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",SYLVIA ,Vancouver,2016,Ford,Explorer,25498,SILVER,14:45:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",PHIL,Vancouver,2012,Honda,Pilot,184139,BLACK,15:00:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",Lisa,Vancouver,2012,Chevrolet,Elantra,,WHITE,10:00:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,C,NEW PLATES,,,,
"Monday, August 1, 2022",KOJI,Vancouver,2011,Chevrolet,WRX,227000,GREY,16:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,C,NEW PLATES,,,,
"Monday, August 1, 2022",MICHAEL,Vancouver,2018,Toyota,Prius,162582,BROWN,16:15:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",CHRIS,Vancouver,2014,Volkswagen,Pilot,20501,GREY,16:00:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,F,NEW PLATES,,,,
"Monday, August 1, 2022",parth,Vancouver,2003,Ford,Fusion,152220,BLACK,13:00:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,C,NEW PLATES,,,,
"Monday, August 1, 2022",Peter,Vancouver,2003,BMW,X3,29665,WHITE,8:45:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,C,NEW PLATES,,,,
"Monday, August 1, 2022",Shourya,Vancouver,2018,Volkswagen,Jetta,46662,WHITE,15:45:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",SADAF,Vancouver,2017,Toyota,Crosstrek,109492,GREY,16:00:00,0:00:00,"Thursday, February 1, 2024",James Thompson,F,NEW PLATES,,,,
"Monday, August 1, 2022",Arash,Vancouver,2002,Honda,Pilot,131810,SILVER,16:15:00,0:00:00,"Thursday, February 1, 2024",Henry Walker,F,NEW PLATES,,,,
"Monday, August 1, 2022",Garrett,Vancouver,2022,Subaru,Mustang,67232,BLACK,14:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Monday, August 1, 2022",Manar,Vancouver,2008,Nissan,Explorer,122405,WHITE,9:00:00,0:00:00,"Thursday, February 1, 2024",Sebastian King,F,NEW PLATES,,,,
"Monday, August 1, 2022",Ahmed,Vancouver,2007,Honda,Civic,123221,WHITE,12:30:00,0:00:00,"Thursday, February 1, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Monday, August 1, 2022",DERISE ,Vancouver,2007,Chevrolet,Forester,6768,GREY,5:30:00,0:00:00,"Thursday, February 1, 2024",Lucas Clark,F,NEW PLATES,,,,
"Monday, August 1, 2022",MICHAEL,Vancouver,2017,Toyota,Crosstrek,70469,BLACK,8:00:00,0:00:00,"Thursday, February 1, 2024",Jack Scott,F,NEW PLATES,,,,
"Monday, August 1, 2022",MALCOM,Vancouver,2014,Nissan,Altima,59546,WHITE,14:30:00,0:00:00,"Thursday, February 1, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, February 1, 2023",ALEX,Vancouver,2019,Hyundai,Camaro,54782,BLACK,11:00:00,11,"Wednesday, February 1, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",ASHER,Vancouver,2009,Honda,GLA,31208,BLUE,11:00:00,2,"Wednesday, February 1, 2023",Henry Walker,C,NEW PLATES,,,,
"Wednesday, February 1, 2023",Rodrigo,Vancouver,2007,Nissan,Altima,43934,BLACK,11:00:00,5,"Wednesday, February 1, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Donald,Vancouver,2006,Toyota,Elantra,92128,GREY,11:00:00,3,"Wednesday, February 1, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Wednesday, February 1, 2023",Roman,Vancouver,2001,BMW,Sentra,61914,SILVER,11:00:00,6,"Wednesday, February 1, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",FOWSIA,Vancouver,2015,Chevrolet,Malibu,50190,,11:00:00,6,"Wednesday, February 1, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, February 1, 2023",Niki,Vancouver,2002,Volkswagen,Murano,9975,SILVER,11:00:00,11,"Thursday, February 2, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Azeez,Vancouver,2004,Hyundai,Fusion,98153,RED,11:00:00,12,"Thursday, February 2, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",JOHN,Vancouver,2008,Hyundai,5 Series,71846,BLACK,11:00:00,12,"Thursday, February 2, 2023",Harper Wright,C,NEW PLATES,,,,
"Wednesday, February 1, 2023",kamil,Vancouver,2003,BMW,GLA,101596,RED,11:00:00,4,"Thursday, February 2, 2023",Charlotte Adams,F,TRANSFER PLATES,,,,
"Wednesday, February 1, 2023",Amandeep,Vancouver,2006,Volkswagen,Atlas,23047,GREY,11:00:00,6,"Thursday, February 2, 2023",Sebastian King,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",AVNEET,Vancouver,2021,Ford,Sonata,71099,BLUE,11:00:00,6,"Thursday, February 2, 2023",Lily Baker,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Dave,Vancouver,2019,Toyota,Camry,125000,BLACK,11:00:00,11,"Friday, February 3, 2023",Henry Walker,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Rishi Dangwal,Vancouver,2007,Subaru,WRX,43211,GREY,11:00:00,12,"Friday, February 3, 2023",Henry Walker,F,TRANSFER PLATES,,,,
"Wednesday, February 1, 2023",Murry,Vancouver,2018,BMW,Corolla,49612,WHITE,11:00:00,2,"Friday, February 3, 2023",Liam Johnson,F,TRANSFER PLATES,,,,
"Wednesday, February 1, 2023",Chen,Vancouver,2002,Honda,Tucson,48825,RED,11:00:00,3,"Friday, February 3, 2023",Harper Wright,C,NEW PLATES,,,,
"Wednesday, February 1, 2023",justin,Vancouver,2019,Honda,Crosstrek,67381,WHITE,11:00:00,4,"Friday, February 3, 2023",Liam Johnson,C,NEW PLATES,,,,
"Wednesday, February 1, 2023",JAMES,Vancouver,2011,BMW,5 Series,62612,BLACK,11:00:00,12,"Monday, February 6, 2023",Sebastian King,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Durpreet,Vancouver,2020,Chevrolet,Tahoe,38789,SILVER,11:00:00,2,"Monday, February 6, 2023",Lily Baker,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Alex,Vancouver,2000,Chevrolet,Highlander,94358,BLACK,11:00:00,5,"Monday, February 6, 2023",Harper Wright,C,NEW PLATES,,,,
"Wednesday, February 1, 2023",JUKKA,Vancouver,2010,Nissan,Escape,101129,BLACK,11:00:00,4,"Monday, February 6, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",DANE,Vancouver,2011,Chevrolet,Mustang,95898,BLACK,11:00:00,6,"Monday, February 6, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Reuben,Vancouver,2017,Nissan,Escape,55955,WHITE,11:00:00,12,"Tuesday, February 7, 2023",Harper Wright,C,TRANSFER PLATES,,,,
"Wednesday, February 1, 2023",navpreet,Vancouver,2016,Subaru,Crosstrek,45117,RED,11:00:00,2,"Tuesday, February 7, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",Paramjeet ,Vancouver,2021,Chevrolet,Tahoe,8010,WHITE,11:00:00,3,"Tuesday, February 7, 2023",Lucas Clark,F,TRANSFER PLATES,,,,
"Wednesday, February 1, 2023",MARK,Vancouver,2001,Mercedes,GLE,54815,BLACK,11:00:00,4,"Tuesday, February 7, 2023",Lily Baker,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",ALTN,Vancouver,2011,Mercedes,5 Series,42,WHITE,11:00:00,5,"Tuesday, February 7, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",cushadar,Vancouver,2011,Nissan,Pathfinder,47153,GREY,11:00:00,6,"Tuesday, February 7, 2023",Lucas Clark,F,TRANSFER PLATES,,,,
"Wednesday, February 1, 2023",ANDREW ,Vancouver,2013,Nissan,Impala,56997,BLACK,11:00:00,2,"Wednesday, February 8, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, February 1, 2023",STEVE,Vancouver,2013,Mercedes,Altima,30104,BLACK,11:00:00,3,"Wednesday, February 8, 2023",Sebastian King,F,TRANSFER PLATES,,,,
